Vendor,VendorNo,SingleAmt,AggregateAmt,Division,QuestionnaireDate,STATUS,TradeDescription,RequestFirstDate,RequestSecondDate,RequestThirdDate,Chk_ProjHistory,Chk_Financials,Chk_BackLog,Chk_SalesHistory,Chk_BondHistory,Chk_ProjectList,Chk_KeyOfficer,Chk_OSHA_Log,Chk_Questionnaire,ZeroHarmQ,VendorEmail,VendorAddr,VendorCity,VendorState,VendorZip,ExpirationDate,CurrBal,MinorityStatus,Folder,VendorTaxID,vendorrank,QR,SR,HR,CR,QnLink,QProjects,PrjCnt,CmpltCnt,WatchList,WatchListPeople,RecID,PLookupVID,TypicalJobSize
"I.D. Griffith, Inc.",1683951,3000000,5000000,"Washington, D.C.",04/29/2021,Negotiating,Div 15 - Mechanical,5/3/2021,7/9/2021,12/13/2022,1,1,1,1,1,1,1,1,1,YES,rmurphy@idgriffith.com,735 South Market Street,Wimington,DE,19801,04/30/2021,0,,IDGRIFFITH_51-0060238\2021b,510060238,4.444444,5.000000,4.000000,4.333333,0.000000,21119a273626,3,0,3,N,,34479,1683951,0
"Phoenix 1 Restoration and Construction, Ltd.",1686056,2500000,2500000,Texas,09262018,Expired,Div 08 - Doors and Windows,3/25/2019,5/9/2019,8/13/2021,1,1,1,1,1,1,1,1,1,Yes,dbellomy@phoenix1.org,14032 Distribution Way,Farmers Branch,TX,75234,04/30/2019,0,,PHOENIX1RE_75-2810280\2018,752810280,3.631944,4.000000,3.750000,3.777777,3.000000,NULL,0,0,3,N,,26353,1686056,0
"Michael Baker International, Inc.",1686088,3500000,6000000,California,04/28/2021,Negotiating,Div 02 - Site Conditions,4/29/2021,5/24/2021,9/16/2022,1,1,1,1,1,1,1,1,1,YES,katie.gittlen@mbakerintl.com,"9755 Clairemont Mesa Blvd., Suite 100",San Diego,CA,92124,04/30/2021,0,,MICHAELBAK_25-1228638\2020,251228638,NULL,NULL,NULL,NULL,NULL,21118a272166,2,0,2,N,,34461,1686088,0
Gibson Landscape,1687157,3500000,5000000,Georgia,04192023,Expired,Div 32 - Sitework,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,NULL,11395 Old Roswell Rd,Alpharetta,Georgia,30009,04/30/2024,0,,GIBSONLAND_04-3659302\2023,043659302,3.129347,3.217391,3.166666,3.133333,3.000000,15219r13561,2,0,5,N,,17134,1687157,0
"AES Electrical, Inc. dba Freestate Electric",1689119,18000000,24000000,"Washington, D.C.",04/07/2022,Expired,Div 16 - Electrical,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,mscarda@freestateelectric.com,13335 Mid Atlantic Blvd,Laurel,MD,20708,04/30/2023,0,,AESELECTRI_77-0208243\2023,770208243,3.950000,3.800000,4.000000,3.000000,5.000000,22097a298426,4,0,7,N,,36744,1689119,0
"Southwest Glass, Inc.",1689579,1500000,2000000,Texas,05/06/2020,Expired,Div 08 - Doors and Windows,3/29/2021,8/17/2021,1/6/2023,1,1,1,1,1,1,1,1,1,YES,tom@swglass.com,2333 Glenda Lane,Dallas,TX,75229,05/31/2021,194114,SB,SOUTHWESTG_75-2119574\2020,752119574,2.880341,3.307692,2.333333,3.000000,0.000000,20127a239806,4,4,157,N,,31588,1689579,0
J & D Sprinkler Company,1700444,1000000,1500000,Carolinas,03/08/2022,Finaled,Div 21 - Fire Suppresion,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,Jason@jdsprinkler.com,315 W. Main Street,Clayton,North Carolina,27520,04/30/2025,97367,,JDSPRINKLE_56-1511813\2022,561511813,NULL,NULL,NULL,NULL,NULL,22067a293456,3,1,5,N,,36399,1700444,0
Mechworks Mechanical Contractors,1707026,4500000,7000000,Carolinas,05/02/2022,Expired,Div 22 - Plumbing,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,tpratt@mechworksinc.com,5441 Hwy 70,Morehead City,NC,28557,04/30/2024,111600,,MECHWORKSM_56-2030773\2022,562030773,NULL,NULL,NULL,NULL,NULL,22122a303866,2,2,12,N,,37226,1707026,0
Novak Corporation dba Southern Glass and Mirror,1707914,8000000,12000000,Texas,04/13/2022,Finaled,Div 08 - Doors and Windows,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,bryanw@sgmplano.com,1121 Capital Avenue,Plano,TX,75074,04/30/2025,10629459,WOB,NOVAKCORPO_75-1863175\2022,751863175,3.690951,3.693877,3.615384,3.454545,4.000000,22103a299916,4,2,6,N,,36856,1707914,0
"Oldcastle Building Envelope, Inc.",1713861,15000000,30000000,Texas,10/08/2020,Expired,Div 08 - Doors and Windows,4/13/2022,5/23/2022,11/21/2022,1,1,1,1,1,1,1,1,1,YES,gkolano@obe.com,803 Airport Rd,Terrell,TX,75160,04/30/2022,0,,OLDCASTLEB_75-2196684\2021,752196684,2.533333,2.600000,3.000000,2.000000,0.000000,20282a237216,4,0,1,N,,32658,1713861,0
Cailis Mechanical Corporation,1718973,0,0,Florida,06/22/2021,Negotiating,Div 15 - Mechanical,6/23/2021,7/8/2021,8/2/2022,1,1,1,1,1,1,1,1,1,YES,Theresa@CailisMechanical.com,"10400 West State Road 84, Bay 112",Davie,FL,33324,NULL,0,,CAILISMECH_65-0830919\2021,650830919,NULL,NULL,NULL,NULL,NULL,21173a278596,0,0,5,N,,35097,1718973,0
"NR Windows, Inc.",1720295,10000000,12000000,Florida,08/31/2022,Expired,Div 08 - Doors and Windows,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,david@nrwindows.com,4348 Westroads Drive,West Palm Beach,FL,33407,04/30/2024,0,,NRWINDOWSI_65-0172590\2022B,650172590,NULL,NULL,NULL,NULL,NULL,22243a306646,2,0,3,N,,38237,1720295,0
Specialty Construction Service,1722052,0,0,Carolinas,05/01/2020,Negotiating,NULL,NULL,NULL,NULL,1,1,1,1,1,1,1,1,1,YES,office@scsfirestop.com,1828 Lancaster Dr,Garner,NC,27529,NULL,0,,SPECIALTYC_56-2241854\2020,562241854,NULL,NULL,NULL,NULL,NULL,20122a238816,3,0,3,N,,31498,1722052,0
"MSS Solutions, LLC",1722167,10000000,15000000,Carolinas,05/03/2022,Finaled,Div 23 - HVAC,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,beverly.martin@msssolutions.com,11524 Wilmar Blvd,Charlotte,NC,28273,04/30/2025,10773753,,MSSSOLUTIO_27-2614248\2022,272614248,4.203703,4.222222,4.000000,4.388888,0.000000,22123a298386,4,2,68,N,,37247,1722167,0
"Fujitec America, Inc.",1726741,5000000,5000000,Georgia,08/21/2020,Negotiating,Div 14 - Conveying,8/25/2020,11/16/2020,8/6/2021,1,1,1,1,1,1,1,1,1,YES,rsteber@us.fujitec.com,5835 Peachtree Corners East Suite D,Peachtree Corners,GA,30092,07/31/2020,0,,FUJITECAME_22-2190686\2020,222190686,4.860551,4.828571,4.750000,4.863636,5.000000,20234a247616,2,0,18,N,,32439,1726741,0
"G & M Services, LLC",1729839,750000,1000000,"Washington, D.C.",11/01/2022,Expired,Div 07 - Thermal and Moisture Protection,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,ATomlinson@gmservices.ws,"7525 CONNELLEY DRIVE, STE U",Hanover,MD,21076,04/30/2024,0,Fed Small;SB;SBE,GMSERVICES_52-2137362\2023,522137362,NULL,NULL,NULL,NULL,NULL,22305a317856,0,0,2,N,,38546,1729839,0
"Advanced Roofing and Sheet Metal, LLC",1743412,1000000,2000000,Florida,09/20/2022,Expired,Div 07 - Thermal and Moisture Protection,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,chris.rajala@arsmfl.com,2320 Bruner Lane,Fort Myers,FL,33912,04/30/2023,0,,ADVANCEDRO_59-2324798\2023,592324798,NULL,NULL,NULL,NULL,NULL,22263a304686,1,0,5,N,,38323,1743412,0
Performance Automation Solutions,1757473,1500000,2000000,California,06/13/2022,Expired,Div 23 - HVAC,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,michael@pascontrols.com,"10633 Roselle Street, Suite G",SAn Diego,CA,92121,04/30/2024,917300,Fed HUB;Fed Small;Fed WOB;HUbZone;WOB;WOSB,PERFORMANC_27-1405630\2022,271405630,4.500000,4.500000,4.500000,4.500000,0.000000,22164a305856,1,1,5,N,,37697,1757473,0
"Cochran Mann, Inc.",1771608,1500000,2500000,"Washington, D.C.",07/08/2019,Expired,Div 09 - Finishes,3/27/2020,6/18/2020,8/16/2021,1,1,1,1,1,1,1,1,1,YES,mcochran@cochranandmann.com,5107A Pegasus Ct,Frederick,Maryland,21704,04/30/2020,0,,COCHRANMAN_52-1708829\2019,521708829,NULL,NULL,NULL,NULL,NULL,19189a209916,3,0,15,N,,29204,1771608,0
"Harper Limbach, LLC",1772422,15000000,25000000,Florida,04/18/2019,Expired,Div 15 - Mechanical,4/9/2020,10/4/2020,6/27/2022,1,1,1,1,1,1,1,1,1,YES,Kelly.Thompson@harperbuildingsystems.com,"5102 W. Laurel Street, Suite 800",Tampa,FL,33607,04/30/2020,0,,HARPERLIMB_16-1622731\2019,161622731,4.227626,4.172413,4.285714,3.952380,4.500000,19108a198626,3,0,4,N,,28070,1772422,0
"Star Hardware, Inc.",1772973,2000000,4000000,California,04/30/2022,Finaled,Div 08 - Doors and Windows,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,Alan@starhardwareinc.com,201 N. Ponderosa Ave.,Ontario,CA,91761,04/30/2025,308571,MOB,STARHARDWA_33-0616734\2022,330616734,2.923969,2.790322,3.066666,2.638888,3.200000,22120a301616,4,6,57,N,,37215,1772973,0
"Unit Paving, Inc.",1776971,1000000,2000000,Carolinas,03/24/2022,Finaled,Div 32 - Sitework,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,allison@unitpaving.com,8123 Charlotte Hwy,Fort Mill,South Carolina,29707,04/30/2025,0,,UNITPAVING_56-1978048\2022,561978048,4.471415,4.517241,4.000000,4.368421,5.000000,22083a294446,3,0,4,N,,36536,1776971,0
"Morley Environmental, Inc.",1780204,2000000,2500000,Georgia,08/24/2021,Expired,Div 02 - Site Conditions,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,loribodi@morleycompany.com,7560  Industrial Court,Alpharetta,GA,30004,04/30/2024,0,WOB,MORLEYENVI_58-2146439\2021,582146439,NULL,NULL,NULL,NULL,NULL,21236a282286,1,0,3,N,,35551,1780204,0
Whitehead Electric Company,1784654,3500000,5000000,Georgia,04/20/2022,Finaled,Div 16 - Electrical,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,edwina@whiteheadelectric.com,5843 Jacaranda Drive,Mableton,GA,30126,04/30/2025,128615,,WHITEHEADE_58-1402965\2022,581402965,4.039854,3.826086,4.000000,4.000000,4.333333,22110a299736,4,1,4,N,,36988,1784654,0
Lund Construction,1790473,0,0,California,01/23/2023,Negotiating,Div 31 - Earthwork,1/25/2023,4/3/2023,7/12/2023,1,1,0,0,1,0,1,1,0,YES,mpeyrucain@lundconst.com,5302 Roseville Road,North Highlands,CA,95660,NULL,0,,LUNDCONSTR_94-2425189\2023,942425189,NULL,NULL,NULL,NULL,NULL,23023a319696,1,0,1,N,,38814,1790473,0
"SECO Architectural Systems, Inc",1794191,1500000,1500000,Georgia,11/14/2018,Expired,Div 07 - Thermal and Moisture Protection,10/1/2019,11/6/2019,8/13/2021,1,1,1,1,1,1,1,1,1,YES,jillgreen@secoinc.biz,"3685 Hewatt Court, Ste E",Snellville,GA,30039,09/30/2019,0,,SECOARCHIT_58-1847418\2019,581847418,3.604166,3.750000,4.000000,3.666666,3.000000,18318a178686,1,0,6,N,,26631,1794191,0
"IES Residential, Inc.",1797328,3000000,5000000,Georgia,02/03/2023,Negotiating,Div 16 - Electrical,2/6/2023,2/24/2023,7/12/2023,1,0,0,0,0,1,0,0,0,YES,chris.kirklin@ies-co.com,10203 Mula Circle,Stafford,TX,77477,01/31/2023,0,,IESRESIDEN_74-1774028\2022,NULL,3.679761,3.785714,3.333333,3.600000,4.000000,23034a322176,4,0,0,N,,38873,1797328,0
Ramsey Masonry Company Inc,1804477,1500000,2500000,"Washington, D.C.",02/03/2021,Negotiating,Div 04 - Masonry,2/5/2021,3/1/2021,12/13/2022,1,1,1,1,1,1,1,1,1,YES,megan.daniels@ramseymasonry.com,"28 Potomac Creek Drive, Suite 123",Fredericksburg,VA,22405,04/30/2020,0,,RAMSEYMASO_54-1741350\2019,541741350,NULL,NULL,NULL,NULL,NULL,21034a251696,3,0,3,N,,33257,1804477,0
"Logical Control Services, LLC",1812599,500000,500000,Texas,07/27/2021,Expired,Div 23 - HVAC,4/10/2022,4/10/2022,11/21/2022,1,1,1,1,1,1,1,1,1,YES,becca@lcstexas.com,1421 Lemay Dr.,Carrollton,TX,75007,04/30/2022,442299,,LOGICALCON_20-1067083\2021,201067083,3.666666,4.000000,3.000000,4.000000,0.000000,21208a281546,2,3,18,N,,35343,1812599,0
Unlimited Environmental Inc,1815497,0,0,California,10/15/2018,Expired,Div 02 - Site Conditions,10/16/2018,10/30/2018,2/14/2022,1,1,1,1,1,1,1,1,1,YES,info@ueiteam.com,1390 32nd St,Signal Hill,CA,90755,07/31/2018,3277,SBE,UNLIMITEDE_95-4793259\2017,954793259,3.395201,3.303030,3.500000,3.277777,3.500000,18288a172436,4,1,13,N,,26455,1815497,0
"Morrow Steel Fabricators, Inc.",1820544,3500000,5000000,Florida,09/08/2022,Expired,Div 05 - Metals,7/22/2023,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,cmorrow@morrowsteel.com,3620 Copeland drive,Zephyrhills,FL,33542,07/31/2023,65398,,MORROWSTEE_59-3367248\2022,593367248,NULL,NULL,NULL,NULL,NULL,22251a314696,4,1,5,N,,38266,1820544,0
Bauer Foundation Corporation,1824195,3000000,5000000,Florida,04/22/2022,Expired,Div 31 - Earthwork,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,estimating@bauerfoundations.com,13203 Byrd Legg Drive,Odessa,FL,33556,04/30/2024,0,,BAUERFOUND_26-0367730\2023,260367730,3.089743,2.692307,3.000000,2.666666,4.000000,22112a300666,1,0,2,N,,37043,1824195,0
"Gonzalez & Sons Equipment, Inc.",1824197,7000000,10000000,Florida,04/27/2021,Expired,Div 33 - Utilities,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,ido.p@gonzalezandsons.net,14450 NW 102nd Avenue,Hialeah,FL,33018,04/30/2024,0,,GONZALEZAN_65-0250651\2021,650250651,NULL,NULL,NULL,NULL,NULL,21117a232686,2,0,4,N,,34408,1824197,0
"Atlanta Flooring Design Ctrs, Inc.",1825335,1000000,3000000,Georgia,02/23/2022,Expired,Div 09 - Finishes,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,cindy@atlantaflooringdesign.com,"3665 Swiftwater Park Dr, Bldg 2",Suwanee,GA,30024,04/30/2024,0,,ATLANTAFLO_58-1621134\2022B,581621134,NULL,NULL,NULL,NULL,NULL,22054a292516,4,0,5,N,,36339,1825335,0
Electro Acoustics and Video Inc,1830030,1000000,1500000,Texas,05/09/2017,Expired,Div 27 - Communications,3/22/2018,5/18/2018,2/5/2020,1,1,1,1,1,1,1,1,1,YES,accounting@eavi.com,"2905 Suffolk Drive, Suite 200",Fort Worth,Texas,76133,04/30/2018,0,SB,ELECTROACO_75-2094417\2017,752094417,NULL,NULL,NULL,NULL,NULL,17129r45351,1,0,1,N,,22311,1830030,0
Air Ex Air Conditioning Inc.,1839465,1750000,2500000,California,06/28/2022,Negotiating,Div 22 - Plumbing,6/29/2022,7/20/2022,1/6/2023,1,1,1,1,1,1,1,1,1,YES,m.lynaugh@air-ex.com,157 Gentry Street,Pomona,CA,91767,06/30/2022,0,Fed Small;SBE,AIREXAIRCO_95-3666906\2021,953666906,3.805555,3.750000,4.000000,3.666666,0.000000,22179a310016,4,0,7,N,,37839,1839465,0
Logan Teleflex Inc.,1850004,5000000,7500000,Carolinas,09/08/2020,Negotiating,NULL,9/8/2020,9/30/2020,12/2/2020,0,0,0,0,0,0,0,0,0,YES,pete.moore@loganteleflex.com,4620-C Proximity Dr.,Louisville,KY,40213,07/31/2020,0,,LOGANTELEF_51-0123280\2019,510123280,4.277777,4.500000,4.000000,4.333333,0.000000,20252a249356,2,0,5,N,,32512,1850004,0
"Jack Stone Sign Co., Inc.",1850006,750000,900000,"Washington, D.C.",01/31/2022,Expired,Div 10 - Specialties,12/27/2022,1/31/2023,NULL,1,1,1,1,1,1,1,1,1,YES,tstone@jackstonesigns.com,3131 Pennsy Drive,Landover,MD,20785,01/31/2023,10089,SB,JACKSTONES_52-1105491\2022,521105491,NULL,NULL,NULL,NULL,NULL,22031a291026,3,1,7,N,,36194,1850006,0
PMC Commercial Interiors,1852623,1250000,2000000,Carolinas,05/09/2019,Expired,Div 12 - Furnishings,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,Jane@pmccommercialinteriors.com,3000 Perimeter Park Drive,Morrisville,NC,27560,04/30/2024,0,SB,PMCCOMMERC_45-3336175\2019,453336175,NULL,NULL,NULL,NULL,NULL,19129a202796,1,0,5,N,,28448,1852623,0
"Mayberry Electric, Inc.",1855506,0,0,Georgia,12032019,Expired,Div 16 - Electrical,4/2/2021,8/9/2021,NULL,1,1,1,1,1,1,1,1,1,Yes,areid@mayberryelectric.com,"2126 Defoors Ferry Road, NW",Atlanta,GA,30318,04/30/2021,0,,MAYBERRYEL_58-2526066\2020,582526066,4.583333,3.750000,5.000000,5.000000,0.000000,19337a219916,1,0,2,N,,30182,1855506,500000
Total Facility Solutions Inc.,1857726,15000000,20000000,Texas,04/11/2022,Finaled,Div 15 - Mechanical,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,TFSBidQualification@tfs-us.com,1001 Klein Road Suite 400,Plano,TX,75074,04/30/2025,0,,TOTALFACIL_75-2916467\2022b,800211339,NULL,NULL,NULL,NULL,NULL,22101a299056,0,0,1,N,,36790,1857726,0
"Centennial Moisture Control, Inc.",1858599,0,0,Texas,06/09/2021,Negotiating,Div 07 - Thermal and Moisture Protection,6/10/2021,8/10/2021,7/1/2022,1,1,1,1,1,1,1,1,1,YES,mperez@centenmc.com,1780 Hurd Drive,Irving,TX,75038,NULL,0,,CENTENNIAL_75-2169953\2021,NULL,NULL,NULL,NULL,NULL,NULL,21160a277266,0,0,0,N,,35000,1858599,0
Pioneer Construction Service,1859937,3500000,5000000,Florida,11/22/2022,Finaled,Div 01 - General Requirements,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,dnopper@pioneer-construction.com,786 W Montrose St,"Clermont, FL",FL,34711,04/30/2025,0,MBE,PIONEERCON_01-0766025\2023,NULL,NULL,NULL,NULL,NULL,NULL,22326a318696,0,0,0,N,,38624,1859937,0
Bonita Pipeline Inc,1859963,0,0,California,07/11/2014,Do Not Use,Div 33 - Utilities,02/26/2015,03/11/2015,12/12/2016,1,1,1,1,1,1,1,1,1,YES,frank@bonitapipeline.com,2209 Highland Ave,National City,California,91950,NULL,0,,BONITAPIPE_75-3085557\2014,753085557,3.069444,3.470588,3.111111,3.529411,2.166666,NULL,0,0,8,Y,KWeber,8386,1859963,0
Piedmont Metalworks LLC,1861552,0,0,Carolinas,05/28/2020,Expired,Div 05 - Metals,4/7/2021,5/6/2021,11/21/2022,1,1,1,1,1,1,1,1,1,YES,ronh@piedmontmetalworks.com,1551 Cooper St.,Durham,NC,27703,04/30/2021,0,SB;SBE,PIEDMONTME_26-1464924\2020,261464924,4.166666,4.500000,4.000000,4.000000,0.000000,20149a231316,3,0,2,N,,31856,1861552,250000
"Thyssenkrupp Airport Systems, Inc.",1862446,7000000,10000000,Texas,02/08/2019,Expired,Div 14 - Conveying,1/15/2020,1/31/2020,8/13/2021,1,1,1,1,1,1,1,1,1,YES,linda.kinsel@thyssenkrupp.com,"3201 North Sylvania Avenue, Suite 117",Fort Worth,TX,76111,01/31/2020,0,,THYSSENKRU_52-2089962\2019,522089962,NULL,NULL,NULL,NULL,NULL,19039a183606,0,0,1,N,,27050,1862446,0
"Ellis Page Company, LLC",1865996,1500000,1500000,"Washington, D.C.",08/04/2021,Expired,Div 09 - Finishes,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,Jen@ellispageco.com,10481 Colonel Court,Manassas,VA,20110,04/30/2024,21473,,ELLISPAGEC_27-1573760\2021,271573760,2.944444,2.833333,3.000000,3.000000,0.000000,21216a269686,4,1,19,N,,35400,1865996,0
J. Suss Industries Inc.,1868577,2500000,3500000,Washington,08/24/2022,Expired,Div 06 - Carpentry,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,estimating@jsuss.com,3865 Lesage,"Montreal, QC, Canada",NY,00000,08/31/2023,1879494,,JSUSSINDUS_85-4034840\2022,743239175,3.231060,3.090909,3.500000,3.333333,3.000000,22236a312826,1,2,8,N,,38192,1868577,0
Commercial Scapes Inc,1870284,450000,750000,"Washington, D.C.",11/15/2018,Expired,Div 32 - Sitework,11/16/2018,12/3/2018,8/13/2021,1,1,1,1,1,1,1,1,1,YES,icordova@commercialscapes.com,11725 Bristow Road,Bristow,Virginia,20136,04/30/2018,84444,SBA,COMMERCIAL_54-1533374\2017,541533374,3.518518,3.555555,3.500000,3.500000,0.000000,18319a178846,4,2,4,N,,26634,1870284,0
"M-W Electric, Inc.",1871726,1500000,2500000,Carolinas,02/28/2023,Expired,Div 27 - Communications,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,mdwoods@mwecinc.com,605 E 4th Avenue,Red Springs,NC,28377,04/30/2024,0,DVBE;Fed HUB;Fed SDB;Fed SDV;Fed Small;Fed VET;HUbZone;MOB;Native American;SB;SBA;SBE;SDB;SDOSB;SDVOSB;VET;VOSB,MWELECTRIC_56-2031465\2023,562031465,NULL,NULL,NULL,NULL,NULL,23059a320396,0,0,3,N,,38978,1871726,0
Jackson and Blanc,1874234,8000000,12000000,California,03/30/2021,Finaled,Div 15 - Mechanical,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,bburger@jacksonandblanc.com,7929 Arjons Drive,San Diego,California,92126,04/30/2025,1450021,,JACKSONAND_95-2080565\2021,952080565,3.697242,3.684210,3.700000,3.571428,3.833333,21089a263976,3,3,13,N,,33723,1874234,0
"Trinity Grading, Inc.",1874321,1500000,3000000,California,01/07/2021,Finaled,Div 02 - Site Conditions,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,ldufresne@trinitygrading.com,"43475 Business Park Drive, Suite 200",Temecula,CA,92590,04/30/2025,0,SBE;WOSB,TRINITYGRA_68-0597142\2021,680597142,3.722222,3.500000,4.000000,3.666666,0.000000,21007a256226,4,0,4,N,,33119,1874321,0
"JC Concrete, LLC",1875007,1500000,3000000,Georgia,04/04/2022,Expired,Div 03 - Concrete,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,zach@jcconcretellc.com,1160-A Cripple Creek Drive,Lawrenceville,Georgia,30043,04/30/2023,0,,JCCONCRETE_76-0822162\2022,760822162,3.727272,3.727272,3.636363,3.818181,0.000000,22094a297146,4,0,6,N,,36675,1875007,0
"Layne Glass Company, LLC",1901475,500000,500000,Texas,05/01/2021,Expired,Div 08 - Doors and Windows,4/10/2022,5/24/2022,11/21/2022,1,1,1,1,1,1,1,1,1,YES,rose@layneglass.com,7500 JACK NEWELL BVD S,FORT WORTH,TX,76118,04/30/2022,0,,LAYNEGLASS_46-4039982\2021,751058449,NULL,NULL,NULL,NULL,NULL,21120a234906,1,0,1,N,,34570,1901475,0
"Premier Contract Carpet, Inc.",1912209,500000,500000,Georgia,03/31/2021,Expired,Div 12 - Furnishings,3/31/2022,5/18/2022,1/6/2023,1,1,1,1,1,1,1,1,1,YES,BOB@PCCARPET.COM,150 ROYAL WOODS COURT,TUCKER,GA,30084,04/30/2022,0,,PREMIERCON_58-2474064\2021,582474064,NULL,NULL,NULL,NULL,NULL,21090a263876,4,0,19,N,,33750,1912209,0
Quality Iron Fabricators,1915889,0,0,Texas,07/11/2017,Expired,Div 05 - Metals,3/29/2018,5/7/2018,2/4/2020,1,1,1,1,1,1,1,1,1,YES,ABallard@qifab.com,1255 Harbor Avenue,Memphis,TN,38113,04/30/2018,0,SB,QUALITYIRO_62-0963029\2017,620963029,NULL,NULL,NULL,NULL,NULL,17192n12912,1,0,1,N,,22989,1915889,5000000
"Gordon L. Seaman, Inc.",1916966,10000000,14000000,All Other Locations,05/11/2022,Expired,Div 16 - Electrical,NULL,NULL,NULL,0,1,0,0,0,0,0,0,0,YES,maria@gordonlseaman.com,29 Old Dock Road,Yaphank,NY,11980,04/30/2024,0,,GORDONLSEA_11-2158501\2022,112158501,4.500000,4.000000,5.000000,0.000000,4.500000,22131a305136,1,0,1,N,,37353,1916966,0
"Moraca Builders, Inc.",1919751,12000000,20000000,Florida,11/23/2022,Expired,Div 09 - Finishes,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,Tmoraca@moracabuilders.com,250 NW 4th Diagonal,Boca Raton,FL,33432,04/30/2024,10475468,,MORACABUIL_20-3979498\2022,203979498,5.000000,5.000000,5.000000,5.000000,5.000000,22327a318716,3,1,6,N,,38625,1919751,0
"Grants Creek Nursery, Inc",1920359,650000,1000000,Carolinas,04/24/2018,Expired,Div 32 - Sitework,4/25/2018,4/26/2018,3/11/2021,1,1,1,1,1,1,1,1,1,YES,grantscreeknursery@yahoo.com,763 Grants Creek Rd,Jacksonville,NC,28546,04/30/2017,0,DBE;HUbZone;SBA;SBE;WOB;WOSB,GRANTSCREE_56-1750747\2016,561750747,NULL,NULL,NULL,NULL,NULL,18114a148916,2,0,2,N,,24798,1920359,0
"Caligari Gerloff Painting, Inc.",1925477,500000,750000,"Washington, D.C.",03/28/2022,Expired,Div 09 - Finishes,12/27/2022,1/31/2023,NULL,1,1,1,1,1,1,1,1,1,YES,Julie@caligarigerloff.com,2421 Florida Avenue,Norfolk,VA,23513,01/31/2023,0,SB,CALIGARIGE_13-4255142\2022,541416823,NULL,NULL,NULL,NULL,NULL,22087a296016,0,0,3,N,,36567,1925477,0
"Gerloff Painting and Decorating, Inc.",1925477,0,0,"Washington, D.C.",10/21/2020,Negotiating,Div 09 - Finishes,10/22/2020,12/16/2020,4/29/2021,1,1,1,1,1,1,1,1,1,YES,joe@gerloffpainting.com,1325 Ingleside Road,Norfolk,VA,23502,NULL,0,,GERLOFFPAI_54-1416823\2020,541416823,NULL,NULL,NULL,NULL,NULL,20295a252486,2,0,3,N,,32762,1925477,0
Anasteel & Supply Company,1950297,2000000,3000000,Georgia,06/18/2020,Negotiating,Div 05 - Metals,7/2/2020,10/20/2020,2/3/2022,1,1,1,1,1,1,1,1,1,YES,tel@anasteel.com,2272 Mabros Industrial Parkway,Ellenwood,GA,30294,04/30/2020,0,MOB;WOB;WOSB,ANASTEELAN_58-2091748\2020,582091748,4.090909,4.363636,4.000000,4.200000,3.800000,20170a227236,4,0,7,N,,32042,1950297,0
"Raydeo Enterprises, Inc.",1950306,1500000,2500000,Georgia,03/25/2022,Expired,Div 05 - Metals,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,YES,emily.macon@raydeo.com,1200 Airport Drive,Ball Ground,GA,30107,04/30/2024,131789,SB,RAYDEOENTE_58-1856968\2022,581856968,3.392961,3.722222,3.428571,3.421052,3.000000,22084a23276,4,1,19,N,,36556,1950306,0
"So Cal Sandbags, Inc.",1959529,500000,1000000,California,04/16/2021,Negotiating,Div 02 - Site Conditions,4/16/2021,NULL,NULL,1,1,0,0,1,1,0,0,0,YES,Plans@SoCalSandbags.com,12620 Bosley Lane,Corona,CA,92883,04/30/2021,0,,SOCALSANDB_33-0649970\2021,330649970,NULL,NULL,NULL,NULL,NULL,21106a270326,2,0,1,N,,34139,1959529,0
